id,lat,long
300121,19.07679748535156250000,7.07746744155883789062
302441,39.33214950561523437500,12.23837089538574218750
300266,94.62584686279296875000,10.17116355895996093750
300911,71.90639495849609375000,2.65852165222167968750
302681,70.73585510253906250000,7.09114074707031250000
301610,61.90246963500976562500,5.58632564544677734375
302875,62.79243850708007812500,2.70109128952026367188
302261,42.41827392578125000000,7.16867446899414062500
302365,63.62944412231445312500,11.28908348083496093750
300709,61.31463623046875000000,12.90512084960937500000
302304,42.81299972534179687500,10.47841262817382812500
302731,52.43980789184570312500,9.30800437927246093750
301055,61.79949569702148437500,9.17848396301269531250
301310,32.50734329223632812500,9.28159904479980468750
300273,36.06526565551757812500,13.77849578857421875000
302038,39.36040115356445312500,10.51841354370117187500
300116,49.86707687377929687500,12.20130348205566406250
302736,91.46844482421875000000,14.54207897186279296875
302891,6.91696500778198242188,9.01434993743896484375
300583,51.11252593994140625000,8.43477249145507812500
302725,53.36689376831054687500,13.51706981658935546875
300451,28.50597190856933593750,9.47484970092773437500
302203,36.49275588989257812500,11.57512092590332031250
301216,63.02983856201171875000,3.87170267105102539062
300741,64.91182708740234375000,16.01806831359863281250
300827,40.68581771850585937500,8.79812240600585937500
302900,38.58816146850585937500,9.41427326202392578125
300186,41.94240188598632812500,7.41333055496215820312
300588,26.65787696838378906250,8.82042694091796875000
300680,87.20439910888671875000,10.52355766296386718750
303070,7.45072269439697265625,9.04152202606201171875
300088,24.73128700256347656250,7.99716997146606445312
301741,50.64691925048828125000,7.88434743881225585938
301474,84.17929840087890625000,6.12059783935546875000
301028,63.92945480346679687500,7.40504264831542968750
302938,54.42712402343750000000,6.34775590896606445312
301436,26.45575141906738281250,8.41551971435546875000
300937,49.77483367919921875000,10.82148551940917968750
301177,34.40705108642578125000,8.51975059509277343750
302073,52.59959030151367187500,8.75584506988525390625
302863,32.42861938476562500000,9.64848709106445312500
301621,70.63621520996093750000,12.85161972045898437500
301779,19.68114089965820312500,9.85925197601318359375
301033,33.60670089721679687500,6.92650699615478515625
300062,93.12662506103515625000,16.78794670104980468750
301922,74.31110382080078125000,10.32452583312988281250
302418,53.83729171752929687500,9.93981647491455078125
302896,64.62220764160156250000,10.63001155853271484375
302641,66.02056884765625000000,5.71472597122192382812
302249,54.34241867065429687500,6.32246112823486328125
302776,30.56850814819335937500,10.67334079742431640625
302138,6.91696500778198242188,9.01434993743896484375
300489,92.30871582031250000000,5.72644424438476562500
302987,58.17620086669921875000,13.92908096313476562500
300184,50.96075057983398437500,7.48567581176757812500
301485,40.92051696777343750000,11.53421401977539062500
300004,15.32283687591552734375,9.10078239440917968750
301341,51.56225585937500000000,9.16179466247558593750
300673,84.06588745117187500000,9.64014530181884765625
300100,30.98205566406250000000,7.78422355651855468750
301491,54.81445312500000000000,15.38876342773437500000
300392,70.55081939697265625000,1.79156625270843505859
303075,45.86970520019531250000,12.57600784301757812500
302942,39.91874313354492187500,13.52179050445556640625
301074,73.82983398437500000000,4.18859672546386718750
302142,46.09315872192382812500,4.83450841903686523438
302130,60.22517013549804687500,13.39995861053466796875
303114,39.76065826416015625000,8.84709358215332031250
302330,65.26248168945312500000,6.82396888732910156250
300982,32.96203613281250000000,9.98983383178710937500
300620,48.57423019409179687500,9.96916294097900390625
301270,80.81080627441406250000,13.42409229278564453125
303119,42.51316452026367187500,7.75903463363647460938
300227,52.29161453247070312500,10.29865741729736328125
302739,45.39510726928710937500,8.31182003021240234375
302949,70.99364471435546875000,10.29514122009277343750
302137,35.09895324707031250000,3.92608594894409179688
303063,34.56750869750976562500,10.57510662078857421875
303038,87.23359680175781250000,8.36700820922851562500
300658,42.63824081420898437500,6.93989992141723632812
302533,35.31567764282226562500,5.60618591308593750000
303110,26.80711746215820312500,8.15435028076171875000
302054,67.39227294921875000000,10.58065891265869140625
301800,58.22399139404296875000,9.13563632965087890625
300401,48.08974075317382812500,5.45384836196899414062
302769,34.12565994262695312500,4.84641742706298828125
301175,55.18769454956054687500,9.55638885498046875000
300943,66.09587097167968750000,11.48340702056884765625
301472,54.11466979980468750000,15.76620292663574218750
301107,43.34997940063476562500,6.11267042160034179688
302636,53.70538330078125000000,0.37295782566070556641
301777,44.53334045410156250000,10.15987396240234375000
301865,61.71366500854492187500,9.88278675079345703125
301137,64.12252807617187500000,5.61121654510498046875
302174,41.80418014526367187500,4.69582033157348632812
301340,50.69235992431640625000,11.74039840698242187500
300180,31.34717559814453125000,10.38786792755126953125
301417,70.57760620117187500000,6.47993087768554687500
300406,78.17538452148437500000,13.42933177947998046875
303042,44.70135879516601562500,8.44445228576660156250
303011,82.78848266601562500000,9.05618667602539062500
300028,33.38218688964843750000,14.99518203735351562500
301770,61.73563766479492187500,8.67459774017333984375
300055,21.96210098266601562500,9.97639465332031250000
300899,36.79008102416992187500,11.17537593841552734375
302735,23.70357131958007812500,9.51926708221435546875
302562,46.75348663330078125000,8.03938198089599609375
302302,48.38285064697265625000,5.47323179244995117188
302472,46.80044174194335937500,7.35313892364501953125
302033,83.26461029052734375000,11.00488281250000000000
301576,46.42650604248046875000,6.74384212493896484375
300324,35.90030288696289062500,13.47129344940185546875
302877,25.53792953491210937500,9.07325172424316406250
301303,63.35653686523437500000,10.40322208404541015625
302611,60.48874282836914062500,9.49532985687255859375
302495,38.94017028808593750000,6.86046504974365234375
302503,77.15768432617187500000,15.30714035034179687500
301475,57.10399627685546875000,5.94255876541137695312
301447,60.57972335815429687500,11.93783283233642578125
302643,53.80102920532226562500,3.42349958419799804688
302295,48.73892974853515625000,11.70911788940429687500
302215,50.29941177368164062500,11.94663047790527343750
302960,44.47370529174804687500,9.70212841033935546875
301962,27.18782043457031250000,9.28692626953125000000
303062,58.69355773925781250000,11.84905815124511718750
301548,46.82563400268554687500,1.45101511478424072266
300919,32.63773727416992187500,9.47890281677246093750
300537,40.35269927978515625000,6.44438266754150390625
300129,29.69437026977539062500,10.47768878936767578125
300204,43.85404205322265625000,7.31663703918457031250
302257,34.49826049804687500000,12.00435161590576171875
303002,56.79966735839843750000,9.49499034881591796875
301704,22.86283874511718750000,8.00380420684814453125
302873,68.49143218994140625000,6.57895803451538085938
300179,39.80273818969726562500,8.46846675872802734375
300067,38.68928909301757812500,7.71071910858154296875
301791,118.07181549072265625000,9.23771858215332031250
300625,37.67417526245117187500,8.34568119049072265625
300702,70.33782958984375000000,3.70874357223510742188
300878,61.64420318603515625000,2.85797071456909179688
301558,19.94432449340820312500,9.00136184692382812500
300189,83.95801544189453125000,7.48099088668823242188
301815,68.50184631347656250000,7.36622810363769531250
302690,32.50901412963867187500,6.82148933410644531250
302795,32.21263504028320312500,7.83477401733398437500
301437,22.34498023986816406250,7.91458511352539062500
302462,102.04813385009765625000,12.89976882934570312500
